"emp_no","dept_no","from_date","to_date"
478396,"d007","1989-03-18","1989-11-03"
248418,"d003","1993-02-09","2002-05-14"
232337,"d005","1990-10-09","9999-01-01"
288835,"d007","1999-10-26","9999-01-01"
255312,"d007","1999-03-03","9999-01-01"
455419,"d005","1989-03-29","1990-06-24"
90399,"d004","1996-08-07","9999-01-01"
58788,"d005","1986-01-27","9999-01-01"
57027,"d001","1995-08-09","9999-01-01"
250735,"d005","1987-11-26","9999-01-01"
242135,"d004","1995-08-25","9999-01-01"
477757,"d004","1992-04-25","9999-01-01"
465018,"d004","1999-07-05","1999-12-20"
61341,"d005","1995-10-09","9999-01-01"
70307,"d005","1996-05-04","9999-01-01"
77047,"d009","1995-02-18","9999-01-01"
14432,"d007","1998-09-17","9999-01-01"
486618,"d006","1998-05-10","9999-01-01"
48057,"d005","1987-07-22","9999-01-01"
437534,"d008","1996-07-13","2002-04-09"
276829,"d007","1988-11-02","9999-01-01"
262332,"d008","1987-11-10","9999-01-01"
405661,"d007","1997-02-26","9999-01-01"
18664,"d007","1989-12-31","9999-01-01"
252233,"d005","1995-11-04","9999-01-01"
424936,"d004","1996-04-06","1997-05-04"
418681,"d002","1993-07-18","1996-12-29"
93315,"d004","1989-10-24","9999-01-01"
447878,"d005","1987-10-15","9999-01-01"
469097,"d005","1995-10-28","9999-01-01"
207572,"d005","1999-06-07","2000-03-02"
228404,"d005","1991-02-06","9999-01-01"
487609,"d004","1990-08-21","9999-01-01"
30667,"d006","1995-10-22","2000-03-20"
252259,"d007","1994-04-29","9999-01-01"
86296,"d005","1993-11-27","2000-02-11"
262685,"d005","1997-01-16","9999-01-01"
67229,"d007","1999-01-13","9999-01-01"
270081,"d005","1994-08-28","9999-01-01"
211148,"d006","1990-12-26","9999-01-01"
274623,"d007","1997-10-06","9999-01-01"
62435,"d004","1996-09-05","9999-01-01"
447653,"d004","1986-07-17","9999-01-01"
27626,"d005","1996-11-17","9999-01-01"
273045,"d002","1998-12-29","2001-08-13"
101871,"d005","1997-12-11","9999-01-01"
287135,"d007","1995-04-13","1995-04-17"
243644,"d004","1995-03-11","9999-01-01"
279356,"d007","1990-11-19","9999-01-01"
482351,"d009","1991-10-11","9999-01-01"
93376,"d002","1999-03-22","2002-02-18"
64055,"d003","1990-03-05","9999-01-01"
484040,"d005","1999-08-29","9999-01-01"
240251,"d005","1989-10-04","9999-01-01"
428514,"d007","1992-06-19","9999-01-01"
106079,"d003","1993-03-10","1995-02-28"
254112,"d002","1991-07-25","1994-07-10"
30940,"d005","1993-09-13","1997-02-05"
452900,"d004","1986-03-03","1995-05-15"
294740,"d007","1998-02-10","1999-09-20"
73097,"d004","1999-04-22","2000-02-24"
261163,"d008","1998-02-14","9999-01-01"
478730,"d004","1987-11-13","9999-01-01"
208247,"d006","1996-07-12","9999-01-01"
248569,"d002","1989-04-14","9999-01-01"
273608,"d001","1993-05-26","9999-01-01"
45350,"d005","1988-04-24","9999-01-01"
285694,"d005","1990-11-15","1994-05-17"
498541,"d004","1994-06-16","9999-01-01"
241484,"d005","1993-09-19","9999-01-01"
83750,"d005","1996-04-06","1996-10-17"
293749,"d004","1985-04-28","9999-01-01"
218089,"d009","2000-04-07","9999-01-01"
40317,"d005","1996-06-03","9999-01-01"
486331,"d001","1987-05-13","1995-01-19"
491241,"d005","1999-08-02","2000-12-28"
413097,"d004","1985-11-25","1987-12-14"
69153,"d004","1993-12-11","1999-08-01"
68877,"d005","1996-12-10","1997-07-08"
209485,"d006","2002-07-31","9999-01-01"
224287,"d005","2002-06-03","9999-01-01"
73136,"d001","1998-05-10","9999-01-01"
104525,"d005","1999-02-04","9999-01-01"
482395,"d002","1999-09-27","2002-06-09"
19979,"d007","1989-12-21","9999-01-01"
245611,"d007","1985-07-02","9999-01-01"
20936,"d005","1989-03-07","9999-01-01"
405269,"d003","1992-12-29","1995-11-17"
109481,"d006","1985-04-27","9999-01-01"
438502,"d008","1990-05-31","9999-01-01"
493328,"d001","1997-12-10","2001-09-13"
42079,"d006","1991-01-08","1997-06-02"
410129,"d007","1995-09-13","2000-03-26"
299215,"d009","1990-11-17","9999-01-01"
21924,"d005","1992-10-22","9999-01-01"
266385,"d004","1989-03-07","9999-01-01"
474307,"d006","1986-11-04","9999-01-01"
78094,"d001","1999-10-24","2001-04-10"
77962,"d007","1994-02-28","9999-01-01"
293124,"d005","1987-06-28","1988-02-26"
265660,"d009","1995-06-26","9999-01-01"
221648,"d004","1987-12-20","9999-01-01"
268839,"d002","1992-06-26","1994-05-30"
260680,"d007","1987-07-28","9999-01-01"
59084,"d005","1997-05-08","9999-01-01"
276840,"d004","1997-09-02","9999-01-01"
212680,"d007","1988-02-06","9999-01-01"
219798,"d009","1997-03-21","1997-08-14"
63672,"d005","1987-08-27","9999-01-01"
74719,"d001","1998-01-07","9999-01-01"
214000,"d004","1995-03-30","9999-01-01"
98128,"d007","1994-01-11","9999-01-01"
479069,"d002","1986-09-19","9999-01-01"
11052,"d009","1988-11-11","1991-05-05"
234727,"d009","1999-10-28","9999-01-01"
494677,"d009","1995-12-11","2001-02-01"
49847,"d005","1992-03-21","9999-01-01"
242731,"d007","1987-09-15","9999-01-01"
278227,"d001","1995-07-20","9999-01-01"
279733,"d009","1992-04-10","9999-01-01"
250513,"d009","1989-12-07","9999-01-01"
210507,"d005","1994-01-28","9999-01-01"
64640,"d005","1988-03-25","1998-11-25"
70379,"d001","1986-07-27","9999-01-01"
72916,"d002","1999-09-28","9999-01-01"
272237,"d009","2000-12-17","9999-01-01"
20891,"d002","1988-06-05","9999-01-01"
214209,"d005","1989-01-29","2000-08-03"
108663,"d005","1997-12-27","9999-01-01"
437524,"d002","1992-08-15","9999-01-01"
73737,"d005","1992-02-06","9999-01-01"
24901,"d001","1990-12-29","9999-01-01"
257910,"d005","1993-03-02","9999-01-01"
20547,"d005","1987-09-13","1987-10-10"
23572,"d004","1995-02-25","1995-05-07"
285661,"d002","1987-06-07","9999-01-01"
55206,"d004","1993-11-27","1994-05-15"
450414,"d004","1993-05-03","2002-03-31"
22185,"d005","1996-03-26","2002-06-12"
244303,"d008","1990-07-20","2000-10-07"
88828,"d006","1996-03-14","9999-01-01"
40190,"d005","1999-06-10","9999-01-01"
254809,"d007","1992-11-24","9999-01-01"
408044,"d004","1987-06-19","9999-01-01"
240810,"d007","1988-01-21","9999-01-01"
411201,"d002","1992-05-19","1994-10-15"
460269,"d007","1991-11-13","9999-01-01"
264836,"d004","1990-05-14","9999-01-01"
16754,"d002","1987-05-28","9999-01-01"
108293,"d004","1996-06-03","9999-01-01"
203102,"d001","1995-10-13","9999-01-01"
406025,"d004","1985-04-28","9999-01-01"
492621,"d006","1987-05-16","9999-01-01"
30901,"d004","1996-12-18","2000-11-19"
413400,"d003","1986-03-15","9999-01-01"
478086,"d005","1987-08-02","1991-04-04"
227272,"d004","1996-04-20","1998-04-10"
105244,"d005","1992-05-17","2002-02-17"
59962,"d005","1998-05-09","9999-01-01"
272654,"d009","1989-07-07","9999-01-01"
435250,"d005","1985-04-25","9999-01-01"
223431,"d003","1992-08-30","9999-01-01"
213260,"d003","1989-07-18","9999-01-01"
41088,"d009","1999-03-08","9999-01-01"
51446,"d005","1987-09-23","1992-09-10"
273885,"d004","1994-08-31","9999-01-01"
40762,"d001","1996-05-06","9999-01-01"
282415,"d005","1998-04-08","1999-06-22"
261855,"d005","1998-06-23","9999-01-01"
447582,"d009","1998-07-02","9999-01-01"
283790,"d007","1989-10-12","9999-01-01"
263415,"d006","1995-07-22","9999-01-01"
90055,"d009","1986-07-07","1987-07-27"
86854,"d008","1995-03-15","9999-01-01"
209068,"d007","1985-08-28","9999-01-01"
245260,"d004","1989-11-16","9999-01-01"
70779,"d002","1987-02-07","9999-01-01"
14212,"d005","1990-03-10","9999-01-01"
405954,"d007","1995-07-04","9999-01-01"
43263,"d001","2001-06-17","9999-01-01"
39030,"d005","1987-02-10","9999-01-01"
220276,"d005","1987-12-19","9999-01-01"
236244,"d008","1991-05-01","1992-08-02"
242902,"d003","1992-04-29","1998-02-21"
253489,"d005","1985-02-26","9999-01-01"
202440,"d007","1998-01-23","1998-09-16"
91399,"d005","1994-01-27","9999-01-01"
472935,"d005","1990-04-11","1991-11-26"
420784,"d005","1986-04-13","9999-01-01"
412599,"d004","1986-01-23","9999-01-01"
16332,"d005","1999-09-06","9999-01-01"
264498,"d005","1991-07-21","9999-01-01"
441046,"d003","1988-06-01","1997-11-29"
66910,"d002","1997-03-25","9999-01-01"
479416,"d001","1996-12-09","9999-01-01"
298405,"d003","1988-07-16","9999-01-01"
451199,"d001","1987-01-14","9999-01-01"
421166,"d005","1987-09-26","1994-06-21"
234919,"d007","1996-10-13","9999-01-01"
206208,"d004","1992-02-28","9999-01-01"
54168,"d003","1989-09-10","9999-01-01"
17306,"d008","1995-09-09","1998-09-16"
65714,"d005","1999-11-18","2001-05-28"
208753,"d002","1994-12-24","1997-11-06"
102404,"d005","1985-02-08","9999-01-01"
46777,"d002","1998-09-13","1999-05-06"
421222,"d001","1999-08-20","9999-01-01"
410804,"d004","1992-06-08","9999-01-01"
91813,"d001","1998-05-28","2001-12-02"
402582,"d006","1996-06-10","9999-01-01"
478376,"d005","1989-10-31","1997-06-08"
436306,"d007","1999-02-24","2000-06-17"
290644,"d005","1985-08-03","9999-01-01"
485104,"d007","1989-12-31","9999-01-01"
256473,"d002","1997-06-29","9999-01-01"
422646,"d005","1992-01-07","9999-01-01"
422727,"d004","1996-06-10","9999-01-01"
466589,"d004","1985-12-23","9999-01-01"
216714,"d005","1994-02-01","1996-09-28"
102880,"d007","1988-03-29","1991-10-15"
269572,"d008","1993-04-23","9999-01-01"
411109,"d004","1999-10-25","9999-01-01"
275573,"d005","1997-11-11","9999-01-01"
487058,"d006","1989-07-29","1991-11-06"
244408,"d007","1997-08-16","9999-01-01"
109689,"d005","1991-06-12","9999-01-01"
400472,"d002","1991-04-27","1992-02-15"
48150,"d004","2000-01-08","2000-03-18"
410514,"d005","1987-12-08","1994-03-08"
299890,"d001","1992-07-11","9999-01-01"
406911,"d009","1994-07-02","1994-12-02"
465154,"d004","1994-04-12","1999-06-11"
432180,"d005","1992-07-13","1993-03-05"
42838,"d006","1988-01-19","9999-01-01"
406229,"d005","1991-03-15","1999-06-02"
60458,"d004","1988-12-16","9999-01-01"
465300,"d007","1987-10-28","9999-01-01"
417335,"d005","1992-05-16","9999-01-01"
81470,"d009","1993-01-23","9999-01-01"
21877,"d005","1998-08-22","9999-01-01"
299240,"d003","1988-06-01","9999-01-01"
80348,"d009","1991-09-19","9999-01-01"
237649,"d005","1998-12-24","9999-01-01"
22176,"d004","1996-01-16","9999-01-01"
208499,"d007","1991-11-15","9999-01-01"
405775,"d002","1988-01-02","1994-11-29"
246436,"d006","2000-01-03","2000-06-24"
29244,"d005","1995-04-01","9999-01-01"
473920,"d001","1991-04-03","9999-01-01"
261138,"d005","1991-04-13","9999-01-01"
439717,"d007","1992-12-02","9999-01-01"
452282,"d008","1989-01-20","9999-01-01"
477046,"d005","1988-07-01","1988-07-04"
477416,"d005","1993-05-23","9999-01-01"
418391,"d005","1987-10-16","9999-01-01"
244070,"d005","1989-05-11","9999-01-01"
64549,"d007","1989-08-14","1990-10-15"
405149,"d002","1993-05-22","9999-01-01"
446374,"d005","1993-05-28","9999-01-01"
281374,"d007","1995-05-20","9999-01-01"
69196,"d004","1996-12-24","9999-01-01"
295752,"d008","1990-12-01","9999-01-01"
106951,"d004","1998-06-15","9999-01-01"
23234,"d007","1988-05-14","9999-01-01"
259942,"d004","1986-11-06","9999-01-01"
265482,"d007","1997-11-29","9999-01-01"
215634,"d002","1998-04-20","9999-01-01"
275875,"d007","1990-08-20","1995-05-12"
211275,"d005","1995-08-18","9999-01-01"
27600,"d007","1994-04-21","1994-09-19"
65069,"d004","1995-09-04","1996-10-21"
49208,"d004","1985-05-08","9999-01-01"
48745,"d009","1990-09-25","1998-10-26"
447882,"d001","1995-06-06","2000-08-30"
262827,"d004","1989-08-30","9999-01-01"
299123,"d009","1990-05-03","9999-01-01"
249078,"d005","1988-04-10","9999-01-01"
292309,"d004","1996-07-09","9999-01-01"
425146,"d005","1998-09-14","9999-01-01"
216495,"d007","2001-06-14","9999-01-01"
271836,"d009","1999-02-07","9999-01-01"
63081,"d002","1997-06-10","9999-01-01"
295847,"d004","1998-11-05","9999-01-01"
72403,"d006","2001-05-03","9999-01-01"
202215,"d004","1986-12-17","9999-01-01"
49505,"d005","1992-09-28","9999-01-01"
20243,"d005","1991-05-26","1996-12-18"
241057,"d005","1986-09-14","1990-05-20"
292096,"d008","1995-11-28","1999-03-28"
235739,"d001","1998-03-03","2000-07-24"
419319,"d003","1989-11-20","9999-01-01"
276588,"d004","1997-10-27","9999-01-01"
84555,"d006","1987-09-28","9999-01-01"
109579,"d009","1995-11-12","1998-04-11"
484120,"d004","1995-11-09","9999-01-01"
428820,"d004","1997-10-09","2002-01-30"
476533,"d005","1988-04-06","9999-01-01"
41429,"d001","1993-02-24","9999-01-01"
495035,"d004","1992-08-27","2002-06-26"
474857,"d005","1988-01-24","1990-09-25"
491046,"d005","1999-08-21","9999-01-01"
409268,"d004","1987-11-13","9999-01-01"
95608,"d003","1999-02-16","9999-01-01"
439623,"d008","1995-01-22","9999-01-01"
219555,"d004","1998-02-10","9999-01-01"
492194,"d002","1999-02-28","1999-09-26"
271634,"d008","1993-09-05","9999-01-01"
412762,"d005","1999-12-03","9999-01-01"
224149,"d005","1998-10-02","1998-12-24"
239621,"d005","1993-09-03","2000-03-10"
46085,"d007","1993-01-15","9999-01-01"
208983,"d007","1993-04-23","9999-01-01"
36044,"d002","1990-03-22","9999-01-01"
252823,"d005","1999-05-25","9999-01-01"
237226,"d007","1996-05-07","9999-01-01"
43814,"d009","2000-04-26","9999-01-01"
496303,"d007","1991-09-30","1999-09-20"
64444,"d009","1995-06-05","9999-01-01"
407594,"d007","1994-04-06","9999-01-01"
256242,"d007","1989-11-29","9999-01-01"
234229,"d005","1995-03-08","9999-01-01"
248742,"d007","1993-07-07","9999-01-01"
57114,"d006","1987-01-15","1992-10-11"
29287,"d008","1987-06-20","9999-01-01"
253770,"d007","1994-12-21","9999-01-01"
258686,"d006","1998-08-23","9999-01-01"
437714,"d002","1988-11-30","1997-06-01"
68526,"d005","1988-01-07","9999-01-01"
474730,"d007","1997-11-18","1998-10-01"
426767,"d004","1995-01-14","2000-01-01"
14521,"d004","1991-07-21","1992-10-18"
13751,"d001","1997-01-13","9999-01-01"
256567,"d002","1996-01-13","9999-01-01"
210201,"d008","1995-07-06","1996-03-10"
106017,"d002","1997-03-29","9999-01-01"
206493,"d006","1996-12-24","1996-12-27"
295625,"d007","1994-01-23","9999-01-01"
494821,"d007","1993-01-23","1993-06-17"
14968,"d004","1994-10-22","1998-06-06"
43176,"d007","1995-10-06","9999-01-01"
248278,"d006","1988-04-21","9999-01-01"
12365,"d004","1988-09-12","9999-01-01"
279448,"d004","1988-02-07","9999-01-01"
265411,"d005","1995-01-12","9999-01-01"
479104,"d008","1991-11-05","9999-01-01"
10298,"d004","2002-05-05","9999-01-01"
274113,"d004","1993-09-25","9999-01-01"
106506,"d006","1997-05-09","9999-01-01"
62105,"d004","1990-09-29","2002-02-10"
471345,"d007","1992-05-17","9999-01-01"
76602,"d001","1989-12-29","9999-01-01"
97569,"d007","1994-01-10","9999-01-01"
294876,"d007","1995-01-08","9999-01-01"
54343,"d004","1993-10-17","9999-01-01"
99202,"d004","1997-04-13","9999-01-01"
284975,"d007","1993-03-21","9999-01-01"
425029,"d004","1986-04-16","9999-01-01"
478104,"d001","1999-10-22","9999-01-01"
12171,"d001","1997-01-12","9999-01-01"
222659,"d005","1997-12-02","9999-01-01"
479251,"d005","1992-07-20","9999-01-01"
73319,"d007","1985-07-28","9999-01-01"
61289,"d002","1994-01-26","9999-01-01"
83946,"d004","1992-08-06","1997-08-24"
275363,"d001","1995-04-25","9999-01-01"
443353,"d005","1994-07-22","9999-01-01"
246411,"d005","1996-12-05","9999-01-01"
430599,"d005","1990-03-11","2001-02-25"
220817,"d005","1992-03-31","1997-08-19"
481505,"d007","1991-10-31","9999-01-01"
453515,"d007","1993-06-09","9999-01-01"
446367,"d007","1989-02-21","1992-03-03"
475814,"d005","1988-05-04","9999-01-01"
10225,"d009","1995-12-14","9999-01-01"
201228,"d007","1986-11-23","9999-01-01"
406641,"d005","1990-07-05","9999-01-01"
474985,"d007","1997-05-16","2000-05-09"
446229,"d004","1992-01-19","9999-01-01"
236759,"d004","1985-04-15","9999-01-01"
67557,"d005","1997-10-01","9999-01-01"
448030,"d002","1988-05-14","9999-01-01"
443196,"d007","1986-12-12","9999-01-01"
106602,"d003","1995-07-04","1998-05-17"
234069,"d003","1990-08-12","2002-04-30"
43520,"d005","1991-06-09","9999-01-01"
92938,"d004","1994-09-16","9999-01-01"
56466,"d009","1999-08-21","9999-01-01"
411810,"d008","1993-01-15","9999-01-01"
61802,"d006","1996-09-04","2001-04-27"
420446,"d003","1985-11-19","9999-01-01"
253282,"d008","1998-08-14","9999-01-01"
244147,"d001","1994-05-07","9999-01-01"
208554,"d002","1999-03-22","9999-01-01"
52956,"d006","1998-11-24","9999-01-01"
58688,"d005","1987-02-17","9999-01-01"
232284,"d004","1997-02-18","9999-01-01"
424735,"d004","1995-09-02","9999-01-01"
90224,"d005","1991-06-06","1997-03-11"
225626,"d008","1991-06-08","9999-01-01"
248981,"d007","1992-04-23","9999-01-01"
481516,"d008","1986-06-04","9999-01-01"
27415,"d007","1990-03-03","9999-01-01"
440808,"d005","1996-03-27","1997-03-18"
492639,"d005","1997-07-10","9999-01-01"
224781,"d005","1993-03-16","9999-01-01"
253337,"d004","1991-07-09","9999-01-01"
225662,"d001","1998-03-08","9999-01-01"
100957,"d001","1998-11-06","9999-01-01"
415491,"d003","1985-10-14","1991-04-22"
85575,"d003","1988-05-31","9999-01-01"
266135,"d004","1994-04-19","9999-01-01"
31918,"d006","1995-10-01","9999-01-01"
212643,"d006","1999-09-28","9999-01-01"
62649,"d005","1999-11-07","2000-07-07"
255231,"d006","1993-12-10","9999-01-01"
477838,"d003","1986-05-20","2002-06-21"
79596,"d007","1995-01-04","9999-01-01"
425327,"d005","1989-11-05","1992-06-30"
22224,"d002","1985-07-10","9999-01-01"
466415,"d005","1988-11-28","9999-01-01"
460102,"d006","1993-02-02","1994-12-01"
435009,"d008","1990-06-23","2000-01-09"
80663,"d004","1992-12-26","9999-01-01"
475270,"d005","1996-05-15","9999-01-01"
67615,"d007","1999-03-27","9999-01-01"
421310,"d004","1996-01-23","9999-01-01"
257960,"d006","1990-04-22","9999-01-01"
407812,"d005","1985-05-22","9999-01-01"
14599,"d005","1991-04-22","1992-04-11"
290933,"d008","1997-07-23","2001-12-31"
274536,"d008","1992-11-03","9999-01-01"
465206,"d007","1999-10-30","9999-01-01"
247742,"d002","1985-12-31","9999-01-01"
464468,"d005","1991-05-29","9999-01-01"
412726,"d007","1995-06-20","9999-01-01"
76684,"d005","1987-12-05","9999-01-01"
245923,"d004","1992-09-01","9999-01-01"
296558,"d005","1996-12-20","9999-01-01"
43840,"d003","1985-08-21","9999-01-01"
201209,"d002","1993-03-27","9999-01-01"
53848,"d001","2002-05-13","9999-01-01"
499746,"d006","1990-07-03","1994-05-17"
451000,"d004","1986-09-28","9999-01-01"
82863,"d007","1993-07-03","9999-01-01"
420379,"d006","1986-04-28","9999-01-01"
64897,"d007","1986-08-31","1992-04-12"
207029,"d002","1995-12-25","9999-01-01"
478223,"d004","1990-08-26","9999-01-01"
100255,"d004","1997-03-04","1997-09-02"
289982,"d007","1987-04-21","9999-01-01"
497357,"d006","1991-08-29","9999-01-01"
95173,"d005","2001-10-15","9999-01-01"
413169,"d002","1988-08-05","1999-05-01"
65176,"d005","1997-08-13","9999-01-01"
251748,"d007","1999-10-10","1999-12-27"
74047,"d005","1998-08-23","9999-01-01"
20717,"d004","1999-12-21","9999-01-01"
294436,"d005","1988-06-04","1994-04-06"
298933,"d005","1994-05-17","9999-01-01"
86222,"d001","1985-02-16","1997-11-27"
241972,"d005","2001-03-24","9999-01-01"
104602,"d009","1986-01-12","2000-05-07"
101152,"d007","1991-11-19","9999-01-01"
255376,"d007","1985-03-03","1996-08-20"
240232,"d004","1997-06-11","9999-01-01"
45102,"d007","1992-02-03","9999-01-01"
444188,"d005","1987-10-18","9999-01-01"
62112,"d005","1987-02-16","9999-01-01"
89184,"d008","1988-08-31","9999-01-01"
279834,"d003","1990-05-04","9999-01-01"
244454,"d008","1985-10-26","1987-09-24"
475324,"d007","1999-03-27","1999-05-22"
220402,"d005","1985-10-13","9999-01-01"
489405,"d007","1993-10-07","1997-08-23"
21572,"d005","1999-08-18","2001-06-17"
60712,"d006","1993-04-25","9999-01-01"
279892,"d003","1998-01-15","9999-01-01"
212887,"d005","1997-03-31","9999-01-01"
400921,"d005","1985-05-12","9999-01-01"
455951,"d004","1995-06-03","9999-01-01"
417224,"d007","1991-01-23","1991-05-02"
400138,"d001","1993-10-04","9999-01-01"
499721,"d005","1998-08-17","9999-01-01"
208112,"d009","1990-12-01","9999-01-01"
221409,"d008","1996-12-25","2000-09-02"
46006,"d005","1985-06-14","9999-01-01"
212377,"d007","1992-01-18","9999-01-01"
228454,"d008","1997-03-09","9999-01-01"
462128,"d004","1993-07-23","9999-01-01"
403865,"d005","1992-11-03","2000-12-01"
438693,"d006","1990-09-26","9999-01-01"
416475,"d004","1992-08-21","9999-01-01"
415864,"d004","1993-03-23","9999-01-01"
410664,"d006","1998-09-13","9999-01-01"
35208,"d005","1989-06-10","9999-01-01"
264306,"d004","2002-04-17","9999-01-01"
435438,"d009","1987-09-26","9999-01-01"
241582,"d006","1997-10-24","2000-07-22"
417357,"d005","1994-08-09","9999-01-01"
270193,"d005","1990-03-29","9999-01-01"
43515,"d007","1997-07-17","9999-01-01"
46278,"d004","1994-08-24","9999-01-01"
458763,"d006","1986-09-14","9999-01-01"
39513,"d007","1988-01-27","9999-01-01"
235095,"d002","1990-04-23","9999-01-01"
274039,"d004","1996-05-25","9999-01-01"
20066,"d005","1989-07-09","1993-02-16"
222238,"d003","1998-09-18","1999-04-23"
62338,"d007","1996-03-03","9999-01-01"
407042,"d007","2000-01-18","9999-01-01"
481620,"d005","1989-11-06","9999-01-01"
88431,"d004","1992-01-26","9999-01-01"
61012,"d002","1995-11-11","2002-02-04"
470165,"d007","1986-01-22","9999-01-01"
408950,"d007","1991-02-22","9999-01-01"
228972,"d004","1985-07-18","9999-01-01"
428615,"d008","1991-06-08","9999-01-01"
412050,"d007","1997-11-11","9999-01-01"
402641,"d007","1990-08-28","1994-09-05"
473967,"d005","1992-07-24","2002-02-19"
496208,"d009","1992-10-05","9999-01-01"
67182,"d005","1988-10-09","9999-01-01"
216504,"d007","1986-02-11","9999-01-01"
424194,"d004","1998-09-08","9999-01-01"
430424,"d008","1999-01-09","2001-07-20"
410131,"d005","1996-01-27","9999-01-01"
469813,"d005","1987-04-19","1990-11-01"
220125,"d005","1987-07-14","1996-02-05"
291031,"d007","1989-01-31","1992-07-22"
417457,"d009","1987-09-09","9999-01-01"
68620,"d001","1998-04-10","1998-07-09"
224336,"d005","1991-03-23","1993-08-12"
499983,"d004","2001-12-09","9999-01-01"
64068,"d004","1991-01-22","9999-01-01"
46648,"d007","1992-06-17","9999-01-01"
439573,"d009","1997-10-17","9999-01-01"
12178,"d001","1998-12-30","9999-01-01"
43294,"d004","1985-08-30","9999-01-01"
10151,"d007","1992-12-12","9999-01-01"
406929,"d007","1991-07-03","9999-01-01"
217100,"d005","1999-06-26","2002-05-15"
279485,"d007","1991-10-10","2001-12-12"
60138,"d004","1990-01-04","9999-01-01"
52056,"d004","1985-03-16","1993-05-05"
424897,"d004","2001-05-10","9999-01-01"
445731,"d005","1987-06-11","9999-01-01"
447350,"d004","1998-07-27","9999-01-01"
106069,"d007","1989-06-12","9999-01-01"
257628,"d008","1998-06-13","9999-01-01"
443878,"d001","1988-04-11","9999-01-01"
244568,"d007","1990-09-16","1997-04-24"
68233,"d006","1985-07-27","9999-01-01"
293140,"d001","1988-08-18","9999-01-01"
429178,"d007","1999-08-28","9999-01-01"
411183,"d004","1994-06-24","9999-01-01"
101353,"d007","1991-09-30","9999-01-01"
42190,"d007","1988-06-10","9999-01-01"
89573,"d007","1994-08-20","9999-01-01"
48456,"d001","1994-02-23","9999-01-01"
224844,"d005","1991-01-25","2000-01-12"
61933,"d004","1992-02-08","9999-01-01"
55518,"d004","1999-09-09","9999-01-01"
489541,"d008","1992-03-07","9999-01-01"
471169,"d002","1988-03-22","9999-01-01"
412351,"d005","1989-07-16","9999-01-01"
61000,"d005","1997-04-16","9999-01-01"
55911,"d009","1992-05-09","9999-01-01"
226272,"d007","1989-03-06","1995-06-13"
276773,"d004","1990-10-25","9999-01-01"
446186,"d009","1998-06-03","1999-02-13"
57360,"d008","1999-03-03","9999-01-01"
15587,"d004","1989-05-01","1999-02-09"
297646,"d005","1993-02-18","9999-01-01"
444920,"d001","1998-11-17","9999-01-01"
57310,"d009","1989-06-05","9999-01-01"
457802,"d007","1993-08-11","9999-01-01"
463290,"d004","1995-07-26","9999-01-01"
242071,"d009","1988-10-15","9999-01-01"
250155,"d009","1987-11-21","2000-02-20"
93696,"d004","1992-08-17","9999-01-01"
264887,"d007","1988-03-22","9999-01-01"
212486,"d007","1989-12-06","9999-01-01"
463430,"d001","1994-06-09","9999-01-01"
236566,"d009","1992-12-11","9999-01-01"
466717,"d005","1987-10-04","9999-01-01"
30222,"d005","1992-01-25","9999-01-01"
43207,"d009","1995-06-15","9999-01-01"
282241,"d005","1988-11-30","1997-05-22"
57622,"d004","1995-03-15","9999-01-01"
449327,"d005","1988-06-06","9999-01-01"
408731,"d004","1996-05-10","9999-01-01"
11824,"d005","1993-10-09","9999-01-01"
487561,"d007","1990-05-29","1991-10-18"
416448,"d004","1988-06-07","9999-01-01"
85758,"d009","1996-04-02","9999-01-01"
472024,"d005","1993-12-04","9999-01-01"
74827,"d009","1988-09-01","2000-09-01"
102973,"d002","1988-11-19","9999-01-01"
285280,"d006","1998-07-17","9999-01-01"
58326,"d005","1985-07-05","9999-01-01"
461820,"d008","1997-11-18","9999-01-01"
104551,"d005","1995-02-27","1996-04-26"
267129,"d004","2000-08-27","9999-01-01"
37560,"d003","1997-03-16","9999-01-01"
101879,"d003","1998-12-20","9999-01-01"
239087,"d001","1986-06-29","9999-01-01"
81545,"d006","1996-03-10","2000-02-07"
433267,"d007","1997-11-19","9999-01-01"
68543,"d007","1985-02-22","9999-01-01"
474863,"d004","1998-02-20","9999-01-01"
41274,"d005","1986-01-18","9999-01-01"
236243,"d007","1988-06-16","9999-01-01"
263942,"d004","1998-12-17","9999-01-01"
293342,"d007","1988-10-06","9999-01-01"
426044,"d007","1985-08-30","9999-01-01"
444100,"d007","1997-02-14","1997-07-15"
432588,"d009","1985-08-04","9999-01-01"
264718,"d005","1999-03-12","2002-07-11"
462500,"d007","1986-06-15","9999-01-01"
255628,"d007","1994-01-09","9999-01-01"
294201,"d005","1991-02-21","1999-11-22"
105537,"d009","1986-10-25","9999-01-01"
434071,"d007","1999-07-23","9999-01-01"
234058,"d005","1999-07-31","9999-01-01"
464945,"d003","1992-11-11","9999-01-01"
292479,"d002","1986-10-03","9999-01-01"
417871,"d005","1999-06-30","9999-01-01"
107995,"d007","1997-06-22","2000-03-02"
62116,"d006","1995-07-30","9999-01-01"
18053,"d005","1986-10-08","9999-01-01"
87539,"d002","2001-02-13","9999-01-01"
226072,"d005","1995-06-02","1995-06-16"
280654,"d004","1985-05-25","1994-06-14"
69309,"d005","1986-10-07","9999-01-01"
413882,"d003","1994-12-21","1997-03-14"
