"emp_no","salary","from_date","to_date"
218115,51697,"1999-08-03","1999-08-21"
471984,109943,"1994-05-29","1995-05-29"
253024,49221,"1991-04-08","1992-04-07"
241399,50891,"1989-10-07","1990-10-07"
420480,60052,"1996-09-28","1997-09-28"
407021,80212,"1991-03-29","1992-03-28"
18545,53370,"2000-05-07","2001-05-07"
83340,62591,"2002-01-08","9999-01-01"
48334,42587,"1992-06-17","1993-06-17"
210797,60988,"1998-08-09","1999-08-09"
464417,72120,"1997-04-04","1998-04-04"
209760,60620,"1999-10-28","2000-02-08"
478290,61198,"1999-05-12","2000-05-11"
28375,51063,"1995-05-01","1996-04-30"
233202,74484,"2001-09-24","9999-01-01"
94111,79271,"1999-10-01","2000-09-30"
281353,69605,"2001-05-23","2002-05-23"
411322,51506,"2000-06-01","2001-06-01"
430728,77542,"2001-08-18","9999-01-01"
42408,53983,"1991-01-01","1992-01-01"
457889,40000,"1991-12-26","1992-12-25"
404546,53111,"1995-10-18","1996-10-17"
295537,55159,"1988-05-26","1989-05-26"
431239,60607,"1998-12-02","1999-12-02"
220716,49849,"1998-06-09","1999-06-09"
108313,106768,"1999-01-13","2000-01-13"
232021,45683,"1995-10-25","1996-10-24"
463316,65742,"1995-02-21","1996-02-21"
228270,40503,"1995-01-01","1996-01-01"
59155,40546,"1999-01-29","2000-01-29"
64590,65756,"2001-05-15","2002-05-15"
466960,43790,"1999-05-28","2000-05-27"
450888,55308,"1995-03-25","1996-03-24"
442489,98460,"1998-01-12","1999-01-12"
203897,82026,"1996-05-19","1997-05-19"
434814,53833,"2001-08-08","9999-01-01"
470486,78410,"1996-01-18","1997-01-17"
409491,80943,"2002-05-06","9999-01-01"
227121,40000,"1998-07-09","1999-07-09"
418748,62973,"1998-12-04","1999-12-04"
451744,66749,"2000-03-07","2001-03-07"
239359,48613,"1993-08-04","1994-08-04"
219216,66622,"1996-06-02","1997-06-02"
208353,88006,"2001-05-29","2002-05-29"
69241,60890,"1997-11-22","1998-11-22"
454597,76463,"1998-05-18","1999-05-18"
437766,70485,"1994-03-01","1995-03-01"
43887,49238,"2000-03-08","2001-03-08"
404446,40000,"1995-02-15","1996-02-15"
22415,75583,"1999-08-23","2000-08-22"
463336,50933,"1995-02-17","1996-02-17"
231735,41449,"1989-08-17","1990-08-17"
281665,57710,"1994-10-29","1995-10-29"
254041,52342,"2001-02-07","2002-02-07"
79477,72219,"2002-02-04","9999-01-01"
447564,66661,"1999-10-22","2000-10-21"
37706,51537,"1993-08-16","1994-08-16"
84700,68540,"1998-11-14","1999-11-14"
466855,52599,"1998-10-31","1999-10-31"
424954,53673,"1992-07-02","1993-07-02"
202098,59168,"1986-04-07","1987-04-07"
28128,84554,"1990-01-25","1991-01-25"
271092,78022,"2001-03-07","2002-03-07"
485684,67221,"1990-09-10","1991-09-10"
217523,96377,"2000-03-01","2001-03-01"
466335,76587,"1995-03-20","1996-03-19"
275854,43821,"1996-01-15","1997-01-14"
214293,60843,"1993-08-24","1994-08-24"
406269,100695,"1991-07-04","1992-07-03"
97199,41816,"1994-08-20","1995-08-20"
264854,59961,"1998-03-03","1999-03-03"
201782,54105,"1992-03-11","1993-03-11"
216649,61426,"2000-08-28","2001-08-28"
292619,72920,"2002-05-25","9999-01-01"
32179,67902,"1990-06-19","1991-06-19"
72764,69356,"1994-03-25","1995-03-25"
492381,67479,"2000-06-11","2001-06-11"
473033,49898,"1999-02-14","2000-02-14"
219199,73434,"1997-09-29","1998-09-29"
470786,96168,"2001-01-06","2002-01-06"
78334,61766,"1992-08-14","1993-08-14"
62616,68746,"1996-03-21","1997-03-21"
103120,58254,"1998-09-10","1999-09-10"
427236,43063,"1995-01-03","1996-01-03"
411168,69964,"2001-03-29","2002-03-29"
279324,83279,"1999-04-10","2000-04-09"
204165,71343,"1989-09-25","1990-09-25"
232937,73901,"1998-08-11","1999-08-11"
24311,93091,"1990-05-09","1991-05-09"
71184,82187,"2000-10-28","2001-10-28"
232222,62775,"2002-02-17","9999-01-01"
431981,56094,"1991-08-19","1992-08-18"
471509,65476,"1999-02-06","2000-02-06"
458406,50397,"1997-10-29","1998-10-29"
50369,118477,"2001-06-01","2002-06-01"
246167,79420,"1999-12-12","2000-12-11"
442428,59655,"1988-06-17","1989-06-17"
484166,57050,"1995-11-17","1996-11-16"
15354,43073,"1995-10-18","1996-10-17"
98600,43613,"1991-03-08","1992-03-07"
472331,52851,"2000-08-09","2001-08-09"
34172,60755,"1996-09-11","1997-09-11"
298041,63185,"1993-04-14","1994-04-14"
15092,79200,"2001-05-22","2002-05-22"
476407,80170,"1994-10-24","1995-10-24"
267012,61307,"2002-04-16","9999-01-01"
97875,67494,"1989-01-13","1990-01-13"
216019,84691,"1998-12-07","1999-12-07"
57201,71195,"1998-09-29","1999-09-29"
86388,53053,"1997-04-03","1998-04-03"
469037,61615,"1994-09-12","1995-09-12"
224088,45409,"1998-06-06","1999-06-06"
238787,52024,"1995-03-10","1996-03-09"
55827,70557,"2000-04-05","2001-04-05"
263234,55580,"1996-01-13","1997-01-12"
257972,40000,"1989-07-25","1990-07-25"
488344,60588,"1994-02-02","1995-02-02"
449674,60192,"2000-01-25","2000-02-20"
73919,54389,"1994-01-02","1995-01-02"
418646,59966,"2001-08-08","9999-01-01"
46840,76914,"2001-01-01","2002-01-01"
64756,60396,"1985-09-18","1986-09-18"
22792,54588,"2001-09-14","9999-01-01"
213672,60180,"1996-06-06","1997-06-06"
248898,43127,"1995-10-29","1996-10-28"
416880,78636,"1998-05-30","1999-05-30"
451286,43735,"1996-07-23","1997-07-23"
220858,51044,"1994-12-04","1995-12-04"
53105,77390,"1998-01-03","1999-01-03"
465343,83733,"1995-08-06","1996-08-05"
224636,89497,"2001-07-08","2002-07-08"
222541,48513,"1987-07-17","1988-07-16"
237231,75025,"1999-11-22","2000-11-21"
52840,65000,"1998-04-26","1999-04-26"
283147,72965,"2001-10-01","9999-01-01"
449763,101960,"1996-09-03","1997-09-03"
245775,101415,"1997-05-08","1998-05-08"
108109,61916,"1998-12-20","1999-12-20"
52881,86584,"1991-04-16","1992-04-15"
246928,96930,"1992-09-08","1993-09-08"
200928,65757,"2002-05-20","9999-01-01"
87902,77603,"2002-05-31","9999-01-01"
213182,54271,"1997-09-30","1998-09-30"
433177,45516,"1987-08-05","1988-08-04"
483758,77651,"2000-11-17","2001-11-17"
229208,90839,"1996-05-02","1997-05-02"
80322,50720,"2001-07-02","2002-07-02"
94091,40000,"1988-10-23","1989-10-23"
259297,43668,"1992-11-24","1993-11-24"
436171,83785,"1996-05-03","1997-05-03"
72617,56176,"1993-11-14","1994-11-14"
414587,67670,"1996-08-20","1997-08-20"
234693,55136,"1995-02-16","1996-02-16"
451175,45935,"2001-10-26","9999-01-01"
202194,52684,"1997-02-21","1998-02-21"
250799,102952,"1992-10-02","1993-10-02"
290405,80713,"2001-10-29","9999-01-01"
99154,54376,"1996-09-14","1997-09-14"
32505,78556,"1994-09-06","1995-09-06"
214088,43711,"1990-02-27","1991-02-27"
441897,62782,"2001-11-11","9999-01-01"
248850,81738,"2001-03-19","2002-03-19"
491170,55980,"1985-07-17","1986-07-17"
212287,47964,"1994-07-24","1995-07-24"
471808,59528,"1999-12-22","2000-12-21"
279611,49509,"1987-11-05","1988-11-04"
253285,47289,"1998-09-07","1999-09-07"
30257,41804,"1990-02-22","1991-02-22"
458735,57014,"1992-08-31","1993-08-31"
458095,71750,"2000-07-19","2001-07-19"
278042,73388,"1993-07-10","1994-07-10"
38275,44753,"1992-04-12","1993-04-12"
213843,96241,"1990-07-19","1991-07-19"
490908,42769,"1987-11-16","1988-11-15"
287929,40000,"1987-11-26","1988-11-25"
252097,47688,"2001-07-11","2002-07-11"
264363,72220,"1992-09-11","1993-09-11"
277946,73338,"2000-03-07","2001-03-07"
451366,55780,"1993-05-15","1994-05-15"
73422,48537,"1992-02-12","1993-02-11"
453023,109301,"2000-02-11","2001-02-10"
20406,53791,"1996-06-14","1997-06-14"
209377,68973,"1999-03-25","2000-03-24"
478982,65289,"1998-11-01","1999-11-01"
108758,72226,"1997-03-07","1998-03-07"
205091,46940,"2000-01-05","2001-01-04"
36452,93859,"2002-01-06","9999-01-01"
41445,82676,"1998-01-11","1999-01-11"
47002,63884,"1995-07-26","1996-07-25"
85868,95371,"2001-02-15","2002-02-15"
423651,65359,"2000-12-08","2001-12-08"
454740,95806,"1999-03-21","2000-03-20"
229221,53784,"2000-02-16","2001-02-15"
289257,71078,"1993-11-02","1994-11-02"
66597,55324,"1993-04-11","1994-04-11"
74019,58040,"1995-06-02","1996-06-01"
299019,47457,"1997-07-25","1998-07-25"
277658,62354,"1998-10-05","1999-10-05"
441113,41756,"1992-04-18","1993-04-18"
465786,61018,"1995-08-27","1996-08-26"
104209,59178,"1994-05-02","1995-05-02"
263929,82258,"1995-08-31","1996-08-30"
251066,75090,"1994-03-03","1995-03-03"
251163,45750,"1991-01-18","1992-01-18"
11467,72363,"1996-06-15","1997-06-15"
24697,65114,"2002-04-19","9999-01-01"
212164,43978,"2000-07-25","2001-07-25"
90642,68789,"2002-02-21","9999-01-01"
243166,49689,"2001-06-14","2002-06-14"
228398,45268,"1996-05-10","1997-05-10"
436645,57290,"1995-03-24","1996-03-23"
498829,44978,"1997-09-03","1998-03-12"
67523,64092,"2001-12-03","9999-01-01"
65723,66045,"1997-11-26","1998-11-26"
407418,61231,"1996-05-25","1997-05-25"
258387,64966,"1995-04-05","1996-04-04"
276556,40000,"1992-09-05","1993-09-05"
229860,71995,"1993-07-07","1994-07-07"
242500,78187,"1990-06-26","1991-06-26"
269875,52150,"1999-12-26","2000-12-25"
466272,67267,"1998-06-14","1999-06-14"
84344,54424,"1994-05-17","1994-07-02"
274458,58641,"1992-06-20","1993-06-20"
274885,50439,"1993-11-03","1994-11-03"
256620,55623,"2000-02-02","2001-02-01"
57990,63822,"1999-07-30","2000-07-29"
52589,69100,"1998-08-28","1999-08-28"
251737,74186,"1995-05-13","1996-05-12"
10971,57924,"1994-07-29","1995-07-29"
444012,60626,"2002-01-21","9999-01-01"
67795,67600,"2001-05-07","2002-05-07"
65762,44195,"1987-04-18","1988-04-17"
222782,64833,"1997-04-30","1998-04-30"
401484,63577,"2000-02-28","2001-02-27"
43594,75332,"2001-08-04","9999-01-01"
497862,77423,"2000-11-29","2001-11-29"
449482,65785,"1996-09-03","1997-09-03"
233436,52033,"1994-06-08","1995-06-08"
220468,44188,"2001-05-30","2002-05-30"
98576,42118,"1990-07-29","1991-07-29"
251566,46364,"2002-06-23","9999-01-01"
485377,50651,"2001-08-06","9999-01-01"
74240,53348,"1986-11-22","1987-11-22"
264846,51967,"1994-09-09","1995-09-09"
270750,60577,"1991-09-21","1992-09-20"
455971,55814,"1990-01-04","1991-01-04"
287656,71952,"1993-06-27","1994-06-27"
298570,47949,"1990-05-01","1991-05-01"
497841,61644,"2001-05-23","2002-05-23"
226300,59127,"1992-08-18","1993-08-18"
43289,71861,"1996-02-23","1997-02-22"
95660,42795,"1991-05-16","1992-05-15"
448321,50769,"1998-12-06","1999-12-06"
77263,87513,"1988-09-29","1989-09-29"
217981,96325,"1998-08-04","1999-08-04"
51495,88885,"1998-10-16","1999-01-20"
272985,44947,"1990-09-25","1991-09-25"
22374,86488,"1995-12-20","1996-12-19"
419666,42356,"1995-12-04","1996-12-03"
209340,44252,"1988-10-11","1989-10-11"
46112,91926,"1999-07-27","2000-07-26"
430437,48405,"2001-11-25","9999-01-01"
452817,53637,"1997-03-27","1998-03-27"
286314,72658,"1999-02-01","2000-02-01"
401074,67454,"1997-10-24","1998-10-24"
235656,73962,"1998-06-07","1999-06-07"
455246,70545,"1997-09-25","1998-09-25"
407362,40000,"1987-08-10","1988-08-09"
430202,85404,"1997-03-04","1998-03-04"
428245,50519,"2002-05-05","9999-01-01"
38630,49230,"1993-04-16","1994-04-16"
80816,60544,"1999-11-10","2000-11-09"
430940,56562,"2000-12-11","2001-12-11"
272048,47674,"1995-10-17","1996-10-16"
495207,53624,"1996-01-24","1997-01-23"
106776,62623,"1996-11-14","1997-11-14"
106950,48207,"1993-05-30","1994-05-30"
465699,40043,"1986-09-28","1987-09-28"
85066,59845,"1988-07-17","1989-07-17"
58816,68753,"1996-01-02","1997-01-01"
212684,86900,"1997-01-07","1998-01-07"
215607,49845,"1993-04-02","1994-04-02"
418472,65683,"1991-02-03","1992-02-03"
209260,60347,"1993-01-12","1994-01-12"
433920,84897,"1996-05-02","1997-05-02"
285648,115357,"2002-02-03","9999-01-01"
37630,83912,"2001-09-06","9999-01-01"
92364,52518,"1988-02-25","1989-02-24"
472937,55127,"1997-05-03","1998-05-03"
102971,83925,"2000-09-22","2001-09-22"
288649,68781,"1998-09-06","1999-09-06"
73582,40000,"1997-01-09","1998-01-09"
14689,51223,"1996-03-20","1997-03-20"
245167,49943,"2000-03-09","2001-03-09"
10925,47054,"1993-06-10","1994-06-10"
99310,56741,"1993-11-04","1994-11-04"
249271,40754,"1997-03-02","1998-03-02"
255909,71367,"1996-11-04","1997-11-04"
26543,70031,"2000-11-30","2001-11-30"
489238,88213,"1996-04-27","1997-04-27"
29647,46856,"2001-09-30","9999-01-01"
443555,40000,"1996-03-11","1997-03-11"
442473,68799,"2000-04-27","2001-04-27"
221759,67493,"2002-04-24","9999-01-01"
488518,76615,"1997-12-23","1998-12-23"
260797,43747,"1996-06-27","1997-06-27"
414236,45856,"1999-11-26","2000-11-25"
68375,79297,"1996-11-06","1997-11-06"
21140,40000,"1987-04-19","1988-04-18"
427585,44876,"2002-02-03","9999-01-01"
35239,92916,"2000-02-07","2001-02-06"
406858,59769,"1990-01-31","1991-01-31"
483840,49833,"1997-04-02","1998-04-02"
252165,40012,"1992-03-22","1993-03-22"
297404,74118,"2002-06-04","9999-01-01"
452942,68267,"1996-04-03","1997-04-03"
28606,71760,"1994-03-29","1995-03-29"
67949,55375,"1996-07-06","1997-07-06"
82038,88659,"1999-10-21","2000-10-20"
201964,47935,"1999-04-28","2000-04-27"
55218,40201,"1993-02-02","1994-02-02"
289351,59507,"2001-03-03","2002-03-03"
35433,75229,"2000-08-25","2001-08-25"
81925,60407,"2001-12-29","9999-01-01"
432906,67835,"1998-01-26","1999-01-26"
56735,66129,"1998-05-21","1999-05-21"
426807,72560,"1987-12-13","1988-12-12"
51289,48186,"1993-12-17","1994-12-17"
423534,65011,"1994-11-01","1995-05-26"
29044,49563,"1994-06-11","1995-06-11"
108584,69190,"1999-08-14","2000-08-13"
51078,47131,"1996-07-01","1997-07-01"
71711,83414,"2002-02-03","9999-01-01"
234156,68318,"1991-08-27","1992-08-26"
442242,80974,"1996-04-16","1997-04-16"
108755,73958,"1998-10-11","1999-10-11"
469689,42390,"1999-03-28","2000-03-27"
469599,67356,"1990-12-06","1991-12-06"
444733,41624,"1994-10-19","1995-10-19"
34464,53417,"1989-07-22","1990-07-22"
484005,90143,"1999-08-01","2000-07-31"
400532,70093,"1994-06-10","1995-06-10"
243361,56903,"1992-05-04","1993-05-04"
11951,43256,"1990-10-14","1991-10-14"
446014,44100,"1989-04-28","1990-04-28"
273278,56813,"1992-05-02","1993-05-02"
38214,44430,"1998-03-23","1999-03-23"
245670,69553,"1997-10-18","1998-10-18"
469793,75302,"1999-03-23","2000-03-22"
471543,65162,"2001-12-06","9999-01-01"
287626,53468,"1989-05-10","1990-05-10"
282725,52831,"1993-12-15","1994-12-15"
214823,79290,"2000-10-15","2001-10-15"
491751,67768,"1995-09-22","1996-09-21"
36534,58159,"1997-07-18","1998-07-18"
255584,66896,"1999-10-23","2000-10-22"
57687,72372,"1994-10-13","1995-10-13"
475246,55499,"2000-05-09","2001-05-09"
210193,114418,"1994-11-22","1995-11-22"
460208,54700,"1996-10-01","1997-04-04"
454604,54237,"1995-05-12","1996-05-11"
437083,79464,"2000-03-05","2001-03-05"
459633,81708,"1995-05-31","1996-05-30"
95431,56115,"1990-04-03","1991-04-03"
227450,40000,"1992-04-07","1993-04-07"
405268,85373,"1996-03-08","1997-03-08"
203256,40000,"1993-02-23","1994-02-23"
87222,77554,"2000-03-07","2001-03-07"
88678,48356,"1989-08-06","1990-08-06"
207343,64746,"1997-02-06","1998-02-06"
41315,73243,"2000-06-07","2001-06-07"
83426,116218,"1997-07-30","1998-07-30"
224433,59292,"1997-10-22","1998-10-22"
227459,89222,"1988-11-02","1989-11-02"
70699,42768,"1993-07-04","1994-07-04"
273510,87861,"1995-03-20","1996-03-19"
222750,41446,"1991-10-20","1992-10-19"
83026,57673,"1997-01-05","1998-01-05"
444186,57432,"1995-04-16","1996-04-15"
74000,47249,"1998-11-30","1999-11-30"
24547,62341,"1987-12-09","1988-12-08"
240257,61393,"1994-02-27","1995-02-27"
451999,54342,"1996-05-04","1997-05-04"
245291,57350,"1997-01-26","1998-01-26"
65991,74156,"2000-09-13","2001-09-13"
109417,40072,"1994-09-17","1995-09-17"
63828,59053,"2000-05-05","2001-05-05"
247408,84829,"1996-11-03","1997-11-03"
448746,57395,"1989-01-20","1990-01-20"
494326,80675,"1986-03-03","1987-03-03"
242296,47263,"2000-04-13","2001-04-13"
467832,46965,"1992-03-12","1993-03-12"
410972,72717,"2002-05-25","9999-01-01"
10849,78356,"2000-06-23","2001-06-23"
86773,81850,"1997-06-19","1998-06-19"
459715,51718,"1987-07-23","1988-07-22"
453345,40285,"1991-02-22","1992-02-22"
46912,53552,"1990-05-11","1991-05-11"
279521,44117,"1997-10-29","1998-10-29"
286825,48829,"1991-11-14","1992-11-13"
61012,40168,"1995-11-11","1996-11-10"
19013,86122,"1991-10-29","1992-10-28"
461824,82487,"1990-04-05","1991-04-04"
263918,58324,"1991-09-16","1992-09-15"
28125,60854,"1994-01-16","1995-01-16"
430697,92189,"2001-07-16","2002-07-16"
47610,75341,"2002-04-04","9999-01-01"
266701,53419,"1999-04-19","2000-04-18"
44178,108100,"1994-07-04","1995-07-04"
80987,57057,"2002-01-02","9999-01-01"
298392,58380,"1996-12-06","1997-12-06"
467464,43520,"1990-03-06","1991-03-06"
432747,77028,"1997-10-18","1998-10-18"
84599,55167,"1993-02-19","1994-02-19"
239985,41739,"1989-06-08","1990-06-08"
57856,49979,"2000-04-08","2001-04-08"
414188,85488,"1998-02-20","1999-02-20"
455190,72582,"2000-06-26","2001-06-26"
263338,90794,"2000-02-05","2001-02-04"
497849,49251,"1993-10-23","1994-10-23"
73790,61447,"1986-09-11","1987-09-11"
75020,68215,"1997-10-29","1998-10-29"
22819,80646,"1996-04-26","1997-04-26"
487013,65011,"1999-06-08","2000-06-07"
405287,70889,"2000-06-19","2001-06-19"
61650,77043,"1989-08-30","1990-08-30"
276652,72238,"1991-02-28","1992-02-28"
281770,51287,"1995-10-22","1996-10-21"
450129,56476,"1987-02-18","1988-02-18"
496267,40000,"1995-01-10","1996-01-10"
277360,92765,"1997-11-27","1998-11-27"
93767,41119,"1987-04-23","1988-04-22"
447479,98798,"1995-11-01","1996-10-31"
66892,66550,"1991-02-06","1992-02-06"
294837,70982,"1997-02-07","1998-02-07"
406529,50463,"1999-09-28","2000-09-27"
59524,57637,"2002-05-16","9999-01-01"
17142,84551,"1997-05-19","1998-05-19"
58688,56435,"1995-02-15","1996-02-15"
492039,73453,"1994-06-17","1995-06-17"
213321,58221,"1994-05-31","1995-05-31"
285758,55351,"1994-05-31","1995-05-31"
445928,63355,"1995-09-20","1996-09-19"
105243,57941,"1999-09-02","2000-09-01"
227410,44877,"1995-07-26","1996-07-25"
96151,52989,"1993-04-29","1994-04-29"
488755,50241,"1994-07-07","1995-07-07"
13749,50274,"1990-06-12","1991-06-12"
248278,57285,"1999-04-19","2000-04-18"
80565,118666,"1994-07-14","1995-07-14"
78529,40000,"1997-11-21","1998-11-21"
58510,66811,"1990-09-08","1991-09-08"
471908,57755,"1998-04-14","1999-04-14"
464901,67528,"2001-04-05","2002-04-04"
30849,53204,"1998-02-09","1999-02-09"
18724,59993,"2000-09-16","2001-09-16"
73068,52326,"1994-10-26","1995-10-26"
244393,47021,"1991-12-04","1992-12-03"
441462,63176,"1998-03-24","1999-03-24"
257336,50056,"1996-11-03","1997-11-03"
220385,71011,"1993-03-03","1994-03-03"
68389,72745,"1998-01-06","1999-01-06"
103850,53260,"2001-03-06","2002-03-06"
240139,40928,"1991-09-24","1992-09-23"
88462,46088,"1990-02-26","1991-02-26"
464114,54693,"1994-05-24","1995-05-24"
250795,40000,"1998-04-01","1999-04-01"
52886,66639,"1998-01-25","1999-01-25"
260203,40000,"1992-03-03","1993-03-03"
97516,54668,"1990-06-17","1991-06-17"
452578,43266,"1999-10-12","2000-10-11"
84108,72285,"2002-01-01","9999-01-01"
497623,114633,"2001-05-09","2002-05-09"
58793,62838,"1995-05-03","1996-05-02"
400880,51117,"1988-12-16","1989-12-16"
216218,58391,"1994-04-24","1995-04-24"
273054,56878,"1997-07-29","1998-07-29"
84825,44344,"1999-02-10","2000-02-10"
461322,73212,"1999-12-19","2000-12-18"
260615,40000,"1996-10-09","1997-10-09"
17306,44286,"1997-09-08","1998-09-08"
206182,69088,"1996-03-23","1997-03-23"
267146,66403,"1998-03-19","1999-03-19"
73579,59325,"2001-07-18","2002-07-18"
98883,65423,"1987-09-11","1988-09-10"
299240,51612,"1991-06-01","1992-05-31"
265883,68067,"1996-04-01","1996-09-19"
94085,77366,"1991-09-14","1992-09-13"
488375,59706,"1996-09-28","1997-09-28"
461643,64010,"1996-07-04","1997-07-04"
39152,74225,"1996-08-11","1997-08-11"
286000,90239,"2000-08-22","2001-08-22"
499535,67828,"1997-01-16","1998-01-16"
235649,57866,"1995-06-22","1996-06-21"
484265,88094,"1997-12-05","1998-12-05"
403372,49704,"1986-07-19","1987-07-19"
203715,40000,"1992-05-18","1993-05-18"
409051,51655,"1998-08-20","1999-08-20"
447063,59302,"1995-08-25","1996-08-24"
445536,58036,"1995-03-01","1996-02-29"
100584,75713,"1997-01-29","1998-01-29"
261639,51663,"1994-11-17","1995-11-17"
463320,66405,"1994-04-10","1995-04-10"
279469,74758,"2002-06-22","9999-01-01"
484345,63808,"1998-04-28","1999-04-28"
465483,80933,"2001-04-29","2002-04-29"
253530,64824,"2000-12-21","2001-12-21"
483474,96323,"1998-03-23","1999-03-23"
232835,78314,"2001-12-12","9999-01-01"
10449,57343,"1989-03-27","1990-03-27"
477104,93295,"2000-01-14","2001-01-13"
427385,63494,"1995-02-19","1996-02-19"
480452,65677,"2001-05-02","2002-05-02"
444341,58401,"1997-12-09","1998-12-09"
437889,65085,"1988-02-02","1989-02-01"
406751,70787,"1997-05-23","1998-05-23"
74303,67467,"1988-03-01","1989-03-01"
64222,47394,"1999-02-01","2000-02-01"
288953,66830,"1997-08-04","1998-08-04"
208473,90837,"2001-04-22","2002-04-22"
79834,82388,"1997-11-10","1998-11-10"
38304,82417,"1999-11-04","2000-11-03"
85613,78696,"1998-03-15","1999-03-15"
415058,55324,"1995-07-08","1996-07-07"
443741,54155,"1991-11-17","1992-11-16"
62835,95260,"2002-06-17","9999-01-01"
274514,79444,"2001-06-12","2002-06-12"
97458,62123,"1994-04-07","1995-04-07"
482667,57492,"1990-05-28","1991-05-28"
84602,53241,"1996-09-19","1997-09-19"
476494,72781,"1996-07-02","1997-07-02"
92426,70310,"2001-05-16","2002-05-16"
299861,58110,"2001-09-22","9999-01-01"
298825,73677,"1999-07-18","2000-07-17"
93060,45379,"1997-06-12","1998-06-12"
68018,59035,"1997-05-07","1998-05-07"
208019,49667,"2002-04-17","9999-01-01"
102061,87721,"1992-11-14","1993-11-14"
18654,43260,"1993-10-31","1994-10-31"
98287,65181,"2002-01-01","9999-01-01"
42569,56795,"2000-12-02","2001-12-02"
63727,77544,"2002-03-08","9999-01-01"
481421,52294,"1995-03-03","1996-03-02"
75692,60571,"1998-08-05","1999-08-05"
237587,50529,"2000-04-24","2001-04-24"
248760,48619,"1994-07-17","1995-07-17"
475258,62641,"2000-11-18","2001-11-18"
275246,71708,"2000-08-30","2001-08-30"
435625,68339,"2000-03-21","2001-03-21"
96159,62247,"1995-05-17","1996-05-16"
212748,52948,"1992-02-11","1993-02-10"
419700,73255,"1991-06-21","1992-06-20"
255243,69910,"2000-12-31","2001-12-31"
75635,60392,"1989-04-19","1990-04-19"
87296,65515,"2001-02-20","2002-02-20"
59180,47502,"1996-12-01","1997-12-01"
259761,58420,"2001-07-31","2002-07-31"
496475,80850,"1991-08-05","1992-08-04"
28070,83005,"2001-11-07","9999-01-01"
30508,87187,"2000-02-03","2001-02-02"
294854,60196,"1994-05-22","1995-05-22"
223456,77827,"2002-06-10","9999-01-01"
471256,55093,"1992-02-14","1993-02-13"
214516,70277,"1991-08-07","1992-08-06"
11715,50888,"1999-02-21","2000-02-21"
203149,53612,"1987-12-03","1988-12-02"
446802,64084,"1998-05-01","1999-05-01"
39579,43586,"1993-09-18","1994-09-18"
39856,69643,"2001-05-27","2002-05-27"
279625,67674,"1997-06-07","1998-06-07"
242357,68079,"1988-12-02","1989-12-02"
495864,62319,"2000-05-27","2001-01-24"
474061,83877,"1996-05-25","1997-05-25"
81184,78297,"1995-09-29","1996-09-28"
493729,101744,"1991-04-16","1992-04-15"
75349,69899,"1995-09-03","1996-09-02"
467119,42058,"2000-11-24","2001-11-24"
419678,57443,"1999-08-11","2000-08-10"
277815,114488,"2001-05-20","2002-05-20"
441536,55296,"1997-08-05","1998-08-05"
414950,59250,"2002-05-04","9999-01-01"
405125,66620,"1997-09-19","1998-09-19"
238122,43529,"1995-04-23","1996-04-22"
77318,52872,"1987-08-28","1988-08-27"
489993,46490,"1986-06-21","1987-06-21"
83120,78678,"1993-03-18","1994-03-18"
100425,65887,"1999-09-03","2000-09-02"
241623,101522,"1996-10-06","1997-10-06"
283830,59887,"1998-11-25","1999-11-25"
261221,68919,"2000-06-16","2001-06-16"
27164,65771,"1996-09-05","1997-09-05"
479869,46808,"1995-05-20","1996-05-19"
264211,52920,"1993-03-02","1994-03-02"
238718,73314,"1999-02-17","2000-02-17"
202511,55941,"2000-08-14","2001-08-14"
103166,64323,"2000-05-22","2001-05-22"
17508,42540,"1994-07-27","1995-07-27"
485345,50447,"2002-07-28","9999-01-01"
244395,73807,"1999-08-13","2000-08-12"
75270,44028,"1988-12-11","1989-12-11"
443475,74025,"1999-08-08","2000-08-07"
404044,64155,"2001-02-22","2002-02-22"
422528,80958,"1996-04-19","1997-04-19"
13463,63261,"2000-01-23","2001-01-22"
102614,51070,"1998-02-13","1999-02-13"
100117,63102,"1996-10-22","1997-10-22"
40934,66980,"1998-03-10","1999-03-10"
89818,48910,"1994-06-08","1995-06-08"
202375,46979,"1994-07-19","1995-07-19"
482074,43149,"2000-12-08","2001-12-08"
451106,69038,"2000-11-11","2001-11-11"
478040,57163,"1993-08-10","1994-08-10"
282118,70040,"1997-12-06","1998-12-06"
253580,53240,"1993-07-03","1994-07-03"
36282,63708,"1998-11-05","1999-11-05"
497499,83385,"1999-02-13","2000-02-13"
419345,64922,"2002-01-25","9999-01-01"
210191,57716,"1996-10-26","1997-10-26"
415156,51542,"2002-05-04","9999-01-01"
421835,113408,"1987-09-05","1988-09-04"
239674,73708,"1999-02-03","2000-02-03"
233501,43813,"1990-01-01","1991-01-01"
20922,47826,"1992-12-05","1993-12-05"
105537,42084,"1988-10-24","1989-10-24"
69800,66473,"1999-10-09","2000-10-08"
102153,103146,"2000-06-27","2001-06-27"
46969,47663,"1992-11-24","1993-11-24"
296465,44848,"1986-07-18","1987-07-18"
214363,88338,"2001-12-27","9999-01-01"
435683,52169,"1995-10-10","1996-10-09"
499354,50949,"1993-08-01","1994-08-01"
478536,100255,"1996-03-29","1997-03-29"
14391,62600,"1997-08-16","1998-08-16"
436559,91496,"1996-04-11","1997-04-11"
478382,71005,"1995-08-06","1996-08-05"
